id,power_mod_id,car_id,engine_id,hp_gain,torque_nm_gain,notes
13555,12,2711,2711,0,0,"LSD differential for 218hp car = +0 hp"
13556,1,2712,2712,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13557,3,2712,2712,10,15,"Catback exhaust for 218hp car = +10 hp"
13558,5,2712,2712,6,10,"Cold air intake for 218hp car = +6 hp"
13559,7,2712,2712,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13560,12,2712,2712,0,0,"LSD differential for 218hp car = +0 hp"
13561,1,2713,2713,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13562,3,2713,2713,10,15,"Catback exhaust for 218hp car = +10 hp"
13563,5,2713,2713,6,10,"Cold air intake for 218hp car = +6 hp"
13564,7,2713,2713,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13565,12,2713,2713,0,0,"LSD differential for 218hp car = +0 hp"
13566,1,2714,2714,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13567,3,2714,2714,10,15,"Catback exhaust for 218hp car = +10 hp"
13568,5,2714,2714,6,10,"Cold air intake for 218hp car = +6 hp"
13569,7,2714,2714,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13570,12,2714,2714,0,0,"LSD differential for 218hp car = +0 hp"
13571,1,2715,2715,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13572,3,2715,2715,10,15,"Catback exhaust for 218hp car = +10 hp"
13573,5,2715,2715,6,10,"Cold air intake for 218hp car = +6 hp"
13574,7,2715,2715,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13575,12,2715,2715,0,0,"LSD differential for 218hp car = +0 hp"
13576,1,2716,2716,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13577,3,2716,2716,10,15,"Catback exhaust for 218hp car = +10 hp"
13578,5,2716,2716,6,10,"Cold air intake for 218hp car = +6 hp"
13579,7,2716,2716,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13580,12,2716,2716,0,0,"LSD differential for 218hp car = +0 hp"
13581,1,2717,2717,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13582,3,2717,2717,10,15,"Catback exhaust for 218hp car = +10 hp"
13583,5,2717,2717,6,10,"Cold air intake for 218hp car = +6 hp"
13584,7,2717,2717,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13585,12,2717,2717,0,0,"LSD differential for 218hp car = +0 hp"
13586,1,2718,2718,25,40,"Stage 1 ECU for 258hp car = +25 hp"
13587,3,2718,2718,10,15,"Catback exhaust for 258hp car = +10 hp"
13588,5,2718,2718,6,10,"Cold air intake for 258hp car = +6 hp"
13589,7,2718,2718,10,15,"Intercooler upgrade for 258hp car = +10 hp"
13590,12,2718,2718,0,0,"LSD differential for 258hp car = +0 hp"
13591,1,2719,2719,25,40,"Stage 1 ECU for 258hp car = +25 hp"
13592,3,2719,2719,10,15,"Catback exhaust for 258hp car = +10 hp"
13593,5,2719,2719,6,10,"Cold air intake for 258hp car = +6 hp"
13594,7,2719,2719,10,15,"Intercooler upgrade for 258hp car = +10 hp"
13595,12,2719,2719,0,0,"LSD differential for 258hp car = +0 hp"
13596,1,2720,2720,25,40,"Stage 1 ECU for 258hp car = +25 hp"
13597,3,2720,2720,10,15,"Catback exhaust for 258hp car = +10 hp"
13598,5,2720,2720,6,10,"Cold air intake for 258hp car = +6 hp"
13599,7,2720,2720,10,15,"Intercooler upgrade for 258hp car = +10 hp"
13600,12,2720,2720,0,0,"LSD differential for 258hp car = +0 hp"
13601,1,2721,2721,25,40,"Stage 1 ECU for 258hp car = +25 hp"
13602,3,2721,2721,10,15,"Catback exhaust for 258hp car = +10 hp"
13603,5,2721,2721,6,10,"Cold air intake for 258hp car = +6 hp"
13604,7,2721,2721,10,15,"Intercooler upgrade for 258hp car = +10 hp"
13605,12,2721,2721,0,0,"LSD differential for 258hp car = +0 hp"
13606,1,2722,2722,30,50,"Stage 1 ECU for 272hp car = +30 hp"
13607,3,2722,2722,12,18,"Catback exhaust for 272hp car = +12 hp"
13608,5,2722,2722,7,12,"Cold air intake for 272hp car = +7 hp"
13609,7,2722,2722,12,18,"Intercooler upgrade for 272hp car = +12 hp"
13610,12,2722,2722,0,0,"LSD differential for 272hp car = +0 hp"
13611,1,2723,2723,30,50,"Stage 1 ECU for 272hp car = +30 hp"
13612,3,2723,2723,12,18,"Catback exhaust for 272hp car = +12 hp"
13613,5,2723,2723,7,12,"Cold air intake for 272hp car = +7 hp"
13614,7,2723,2723,12,18,"Intercooler upgrade for 272hp car = +12 hp"
13615,12,2723,2723,0,0,"LSD differential for 272hp car = +0 hp"
13616,1,2724,2724,30,50,"Stage 1 ECU for 272hp car = +30 hp"
13617,3,2724,2724,12,18,"Catback exhaust for 272hp car = +12 hp"
13618,5,2724,2724,7,12,"Cold air intake for 272hp car = +7 hp"
13619,7,2724,2724,12,18,"Intercooler upgrade for 272hp car = +12 hp"
13620,12,2724,2724,0,0,"LSD differential for 272hp car = +0 hp"
13621,1,2725,2725,30,50,"Stage 1 ECU for 272hp car = +30 hp"
13622,3,2725,2725,12,18,"Catback exhaust for 272hp car = +12 hp"
13623,5,2725,2725,7,12,"Cold air intake for 272hp car = +7 hp"
13624,7,2725,2725,12,18,"Intercooler upgrade for 272hp car = +12 hp"
13625,12,2725,2725,0,0,"LSD differential for 272hp car = +0 hp"
13626,1,2726,2726,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13627,3,2726,2726,12,18,"Catback exhaust for 306hp car = +12 hp"
13628,5,2726,2726,7,12,"Cold air intake for 306hp car = +7 hp"
13629,7,2726,2726,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13630,12,2726,2726,0,0,"LSD differential for 306hp car = +0 hp"
13631,1,2727,2727,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13632,3,2727,2727,12,18,"Catback exhaust for 306hp car = +12 hp"
13633,5,2727,2727,7,12,"Cold air intake for 306hp car = +7 hp"
13634,7,2727,2727,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13635,12,2727,2727,0,0,"LSD differential for 306hp car = +0 hp"
13636,1,2728,2728,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13637,3,2728,2728,12,18,"Catback exhaust for 306hp car = +12 hp"
13638,5,2728,2728,7,12,"Cold air intake for 306hp car = +7 hp"
13639,7,2728,2728,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13640,12,2728,2728,0,0,"LSD differential for 306hp car = +0 hp"
13641,1,2729,2729,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13642,3,2729,2729,12,18,"Catback exhaust for 306hp car = +12 hp"
13643,5,2729,2729,7,12,"Cold air intake for 306hp car = +7 hp"
13644,7,2729,2729,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13645,12,2729,2729,0,0,"LSD differential for 306hp car = +0 hp"
13646,1,2730,2730,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13647,3,2730,2730,12,18,"Catback exhaust for 306hp car = +12 hp"
13648,5,2730,2730,7,12,"Cold air intake for 306hp car = +7 hp"
13649,7,2730,2730,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13650,12,2730,2730,0,0,"LSD differential for 306hp car = +0 hp"
13651,1,2731,2731,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13652,3,2731,2731,12,18,"Catback exhaust for 306hp car = +12 hp"
13653,5,2731,2731,7,12,"Cold air intake for 306hp car = +7 hp"
13654,7,2731,2731,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13655,12,2731,2731,0,0,"LSD differential for 306hp car = +0 hp"
13656,1,2732,2732,15,25,"Stage 1 ECU for 122hp car = +15 hp"
13657,3,2732,2732,6,10,"Catback exhaust for 122hp car = +6 hp"
13658,5,2732,2732,4,6,"Cold air intake for 122hp car = +4 hp"
13659,7,2732,2732,0,0,"Intercooler upgrade for 122hp car = +0 hp"
13660,12,2732,2732,0,0,"LSD differential for 122hp car = +0 hp"
13661,1,2733,2733,15,25,"Stage 1 ECU for 143hp car = +15 hp"
13662,3,2733,2733,6,10,"Catback exhaust for 143hp car = +6 hp"
13663,5,2733,2733,4,6,"Cold air intake for 143hp car = +4 hp"
13664,7,2733,2733,0,0,"Intercooler upgrade for 143hp car = +0 hp"
13665,12,2733,2733,0,0,"LSD differential for 143hp car = +0 hp"
13666,1,2734,2734,15,25,"Stage 1 ECU for 163hp car = +15 hp"
13667,3,2734,2734,6,10,"Catback exhaust for 163hp car = +6 hp"
13668,5,2734,2734,4,6,"Cold air intake for 163hp car = +4 hp"
13669,7,2734,2734,0,0,"Intercooler upgrade for 163hp car = +0 hp"
13670,12,2734,2734,0,0,"LSD differential for 163hp car = +0 hp"
13671,1,2735,2735,15,25,"Stage 1 ECU for 163hp car = +15 hp"
13672,3,2735,2735,6,10,"Catback exhaust for 163hp car = +6 hp"
13673,5,2735,2735,4,6,"Cold air intake for 163hp car = +4 hp"
13674,7,2735,2735,0,0,"Intercooler upgrade for 163hp car = +0 hp"
13675,12,2735,2735,0,0,"LSD differential for 163hp car = +0 hp"
13676,1,2736,2736,15,25,"Stage 1 ECU for 163hp car = +15 hp"
13677,3,2736,2736,6,10,"Catback exhaust for 163hp car = +6 hp"
13678,5,2736,2736,4,6,"Cold air intake for 163hp car = +4 hp"
13679,7,2736,2736,0,0,"Intercooler upgrade for 163hp car = +0 hp"
13680,12,2736,2736,0,0,"LSD differential for 163hp car = +0 hp"
13681,1,2737,2737,15,25,"Stage 1 ECU for 163hp car = +15 hp"
13682,3,2737,2737,6,10,"Catback exhaust for 163hp car = +6 hp"
13683,5,2737,2737,4,6,"Cold air intake for 163hp car = +4 hp"
13684,7,2737,2737,0,0,"Intercooler upgrade for 163hp car = +0 hp"
13685,12,2737,2737,0,0,"LSD differential for 163hp car = +0 hp"
13686,1,2738,2738,20,35,"Stage 1 ECU for 177hp car = +20 hp"
13687,3,2738,2738,8,12,"Catback exhaust for 177hp car = +8 hp"
13688,5,2738,2738,5,8,"Cold air intake for 177hp car = +5 hp"
13689,7,2738,2738,8,12,"Intercooler upgrade for 177hp car = +8 hp"
13690,12,2738,2738,0,0,"LSD differential for 177hp car = +0 hp"
13691,1,2739,2739,20,35,"Stage 1 ECU for 177hp car = +20 hp"
13692,3,2739,2739,8,12,"Catback exhaust for 177hp car = +8 hp"
13693,5,2739,2739,5,8,"Cold air intake for 177hp car = +5 hp"
13694,7,2739,2739,8,12,"Intercooler upgrade for 177hp car = +8 hp"
13695,12,2739,2739,0,0,"LSD differential for 177hp car = +0 hp"
13696,1,2740,2740,20,35,"Stage 1 ECU for 197hp car = +20 hp"
13697,3,2740,2740,8,12,"Catback exhaust for 197hp car = +8 hp"
13698,5,2740,2740,5,8,"Cold air intake for 197hp car = +5 hp"
13699,7,2740,2740,8,12,"Intercooler upgrade for 197hp car = +8 hp"
13700,12,2740,2740,0,0,"LSD differential for 197hp car = +0 hp"
13701,1,2741,2741,20,35,"Stage 1 ECU for 197hp car = +20 hp"
13702,3,2741,2741,8,12,"Catback exhaust for 197hp car = +8 hp"
13703,5,2741,2741,5,8,"Cold air intake for 197hp car = +5 hp"
13704,7,2741,2741,8,12,"Intercooler upgrade for 197hp car = +8 hp"
13705,12,2741,2741,0,0,"LSD differential for 197hp car = +0 hp"
13706,1,2742,2742,20,35,"Stage 1 ECU for 197hp car = +20 hp"
13707,3,2742,2742,8,12,"Catback exhaust for 197hp car = +8 hp"
13708,5,2742,2742,5,8,"Cold air intake for 197hp car = +5 hp"
13709,7,2742,2742,8,12,"Intercooler upgrade for 197hp car = +8 hp"
13710,12,2742,2742,0,0,"LSD differential for 197hp car = +0 hp"
13711,1,2743,2743,25,40,"Stage 1 ECU for 231hp car = +25 hp"
13712,3,2743,2743,10,15,"Catback exhaust for 231hp car = +10 hp"
13713,5,2743,2743,6,10,"Cold air intake for 231hp car = +6 hp"
13714,7,2743,2743,10,15,"Intercooler upgrade for 231hp car = +10 hp"
13715,12,2743,2743,0,0,"LSD differential for 231hp car = +0 hp"
13716,1,2744,2744,25,40,"Stage 1 ECU for 231hp car = +25 hp"
13717,3,2744,2744,10,15,"Catback exhaust for 231hp car = +10 hp"
13718,5,2744,2744,6,10,"Cold air intake for 231hp car = +6 hp"
13719,7,2744,2744,10,15,"Intercooler upgrade for 231hp car = +10 hp"
13720,12,2744,2744,0,0,"LSD differential for 231hp car = +0 hp"
13721,1,2745,2745,25,40,"Stage 1 ECU for 231hp car = +25 hp"
13722,3,2745,2745,10,15,"Catback exhaust for 231hp car = +10 hp"
13723,5,2745,2745,6,10,"Cold air intake for 231hp car = +6 hp"
13724,7,2745,2745,10,15,"Intercooler upgrade for 231hp car = +10 hp"
13725,12,2745,2745,0,0,"LSD differential for 231hp car = +0 hp"
13726,1,2746,2746,25,40,"Stage 1 ECU for 231hp car = +25 hp"
13727,3,2746,2746,10,15,"Catback exhaust for 231hp car = +10 hp"
13728,5,2746,2746,6,10,"Cold air intake for 231hp car = +6 hp"
13729,7,2746,2746,10,15,"Intercooler upgrade for 231hp car = +10 hp"
13730,12,2746,2746,0,0,"LSD differential for 231hp car = +0 hp"
13731,1,2747,2747,25,40,"Stage 1 ECU for 231hp car = +25 hp"
13732,3,2747,2747,10,15,"Catback exhaust for 231hp car = +10 hp"
13733,5,2747,2747,6,10,"Cold air intake for 231hp car = +6 hp"
13734,7,2747,2747,10,15,"Intercooler upgrade for 231hp car = +10 hp"
13735,12,2747,2747,0,0,"LSD differential for 231hp car = +0 hp"
13736,1,2748,2748,25,40,"Stage 1 ECU for 231hp car = +25 hp"
13737,3,2748,2748,10,15,"Catback exhaust for 231hp car = +10 hp"
13738,5,2748,2748,6,10,"Cold air intake for 231hp car = +6 hp"
13739,7,2748,2748,10,15,"Intercooler upgrade for 231hp car = +10 hp"
13740,12,2748,2748,0,0,"LSD differential for 231hp car = +0 hp"
13741,1,2749,2749,25,40,"Stage 1 ECU for 231hp car = +25 hp"
13742,3,2749,2749,10,15,"Catback exhaust for 231hp car = +10 hp"
13743,5,2749,2749,6,10,"Cold air intake for 231hp car = +6 hp"
13744,7,2749,2749,10,15,"Intercooler upgrade for 231hp car = +10 hp"
13745,12,2749,2749,0,0,"LSD differential for 231hp car = +0 hp"
13746,1,2750,2750,25,40,"Stage 1 ECU for 231hp car = +25 hp"
13747,3,2750,2750,10,15,"Catback exhaust for 231hp car = +10 hp"
13748,5,2750,2750,6,10,"Cold air intake for 231hp car = +6 hp"
13749,7,2750,2750,10,15,"Intercooler upgrade for 231hp car = +10 hp"
13750,12,2750,2750,0,0,"LSD differential for 231hp car = +0 hp"
13751,1,2751,2751,30,50,"Stage 1 ECU for 286hp car = +30 hp"
13752,3,2751,2751,12,18,"Catback exhaust for 286hp car = +12 hp"
13753,5,2751,2751,7,12,"Cold air intake for 286hp car = +7 hp"
13754,7,2751,2751,12,18,"Intercooler upgrade for 286hp car = +12 hp"
13755,12,2751,2751,0,0,"LSD differential for 286hp car = +0 hp"
13756,1,2752,2752,30,50,"Stage 1 ECU for 286hp car = +30 hp"
13757,3,2752,2752,12,18,"Catback exhaust for 286hp car = +12 hp"
13758,5,2752,2752,7,12,"Cold air intake for 286hp car = +7 hp"
13759,7,2752,2752,12,18,"Intercooler upgrade for 286hp car = +12 hp"
13760,12,2752,2752,0,0,"LSD differential for 286hp car = +0 hp"
13761,1,2753,2753,40,70,"Stage 1 ECU for 420hp car = +40 hp"
13762,3,2753,2753,18,25,"Catback exhaust for 420hp car = +18 hp"
13763,5,2753,2753,10,16,"Cold air intake for 420hp car = +10 hp"
13764,7,2753,2753,18,30,"Intercooler upgrade for 420hp car = +18 hp"
13765,12,2753,2753,0,0,"LSD differential for 420hp car = +0 hp"
13766,1,2754,2754,40,70,"Stage 1 ECU for 420hp car = +40 hp"
13767,3,2754,2754,18,25,"Catback exhaust for 420hp car = +18 hp"
13768,5,2754,2754,10,16,"Cold air intake for 420hp car = +10 hp"
13769,7,2754,2754,18,30,"Intercooler upgrade for 420hp car = +18 hp"
13770,12,2754,2754,0,0,"LSD differential for 420hp car = +0 hp"
13771,1,2755,2755,15,25,"Stage 1 ECU for 129hp car = +15 hp"
13772,3,2755,2755,6,10,"Catback exhaust for 129hp car = +6 hp"
13773,5,2755,2755,4,6,"Cold air intake for 129hp car = +4 hp"
13774,7,2755,2755,0,0,"Intercooler upgrade for 129hp car = +0 hp"
13775,12,2755,2755,0,0,"LSD differential for 129hp car = +0 hp"
13776,1,2756,2756,15,25,"Stage 1 ECU for 129hp car = +15 hp"
13777,3,2756,2756,6,10,"Catback exhaust for 129hp car = +6 hp"
13778,5,2756,2756,4,6,"Cold air intake for 129hp car = +4 hp"
13779,7,2756,2756,0,0,"Intercooler upgrade for 129hp car = +0 hp"
13780,12,2756,2756,0,0,"LSD differential for 129hp car = +0 hp"
13781,1,2757,2757,15,25,"Stage 1 ECU for 143hp car = +15 hp"
13782,3,2757,2757,6,10,"Catback exhaust for 143hp car = +6 hp"
13783,5,2757,2757,4,6,"Cold air intake for 143hp car = +4 hp"
13784,7,2757,2757,0,0,"Intercooler upgrade for 143hp car = +0 hp"
13785,12,2757,2757,0,0,"LSD differential for 143hp car = +0 hp"
13786,1,2758,2758,15,25,"Stage 1 ECU for 143hp car = +15 hp"
13787,3,2758,2758,6,10,"Catback exhaust for 143hp car = +6 hp"
13788,5,2758,2758,4,6,"Cold air intake for 143hp car = +4 hp"
13789,7,2758,2758,0,0,"Intercooler upgrade for 143hp car = +0 hp"
13790,12,2758,2758,0,0,"LSD differential for 143hp car = +0 hp"
13791,1,2759,2759,15,25,"Stage 1 ECU for 150hp car = +15 hp"
13792,3,2759,2759,6,10,"Catback exhaust for 150hp car = +6 hp"
13793,5,2759,2759,4,6,"Cold air intake for 150hp car = +4 hp"
13794,7,2759,2759,0,0,"Intercooler upgrade for 150hp car = +0 hp"
13795,12,2759,2759,0,0,"LSD differential for 150hp car = +0 hp"
13796,1,2760,2760,15,25,"Stage 1 ECU for 150hp car = +15 hp"
13797,3,2760,2760,6,10,"Catback exhaust for 150hp car = +6 hp"
13798,5,2760,2760,4,6,"Cold air intake for 150hp car = +4 hp"
13799,7,2760,2760,0,0,"Intercooler upgrade for 150hp car = +0 hp"
13800,12,2760,2760,0,0,"LSD differential for 150hp car = +0 hp"
13801,1,2761,2761,15,25,"Stage 1 ECU for 170hp car = +15 hp"
13802,3,2761,2761,6,10,"Catback exhaust for 170hp car = +6 hp"
13803,5,2761,2761,4,6,"Cold air intake for 170hp car = +4 hp"
13804,7,2761,2761,0,0,"Intercooler upgrade for 170hp car = +0 hp"
13805,12,2761,2761,0,0,"LSD differential for 170hp car = +0 hp"
13806,1,2762,2762,15,25,"Stage 1 ECU for 170hp car = +15 hp"
13807,3,2762,2762,6,10,"Catback exhaust for 170hp car = +6 hp"
13808,5,2762,2762,4,6,"Cold air intake for 170hp car = +4 hp"
13809,7,2762,2762,0,0,"Intercooler upgrade for 170hp car = +0 hp"
13810,12,2762,2762,0,0,"LSD differential for 170hp car = +0 hp"
13811,1,2763,2763,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13812,3,2763,2763,10,15,"Catback exhaust for 218hp car = +10 hp"
13813,5,2763,2763,6,10,"Cold air intake for 218hp car = +6 hp"
13814,7,2763,2763,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13815,12,2763,2763,0,0,"LSD differential for 218hp car = +0 hp"
13816,1,2764,2764,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13817,3,2764,2764,10,15,"Catback exhaust for 218hp car = +10 hp"
13818,5,2764,2764,6,10,"Cold air intake for 218hp car = +6 hp"
13819,7,2764,2764,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13820,12,2764,2764,0,0,"LSD differential for 218hp car = +0 hp"
13821,1,2765,2765,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13822,3,2765,2765,10,15,"Catback exhaust for 218hp car = +10 hp"
13823,5,2765,2765,6,10,"Cold air intake for 218hp car = +6 hp"
13824,7,2765,2765,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13825,12,2765,2765,0,0,"LSD differential for 218hp car = +0 hp"
13826,1,2766,2766,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13827,3,2766,2766,10,15,"Catback exhaust for 218hp car = +10 hp"
13828,5,2766,2766,6,10,"Cold air intake for 218hp car = +6 hp"
13829,7,2766,2766,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13830,12,2766,2766,0,0,"LSD differential for 218hp car = +0 hp"
13831,1,2767,2767,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13832,3,2767,2767,10,15,"Catback exhaust for 218hp car = +10 hp"
13833,5,2767,2767,6,10,"Cold air intake for 218hp car = +6 hp"
13834,7,2767,2767,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13835,12,2767,2767,0,0,"LSD differential for 218hp car = +0 hp"
13836,1,2768,2768,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13837,3,2768,2768,10,15,"Catback exhaust for 218hp car = +10 hp"
13838,5,2768,2768,6,10,"Cold air intake for 218hp car = +6 hp"
13839,7,2768,2768,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13840,12,2768,2768,0,0,"LSD differential for 218hp car = +0 hp"
13841,1,2769,2769,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13842,3,2769,2769,10,15,"Catback exhaust for 218hp car = +10 hp"
13843,5,2769,2769,6,10,"Cold air intake for 218hp car = +6 hp"
13844,7,2769,2769,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13845,12,2769,2769,0,0,"LSD differential for 218hp car = +0 hp"
13846,1,2770,2770,25,40,"Stage 1 ECU for 218hp car = +25 hp"
13847,3,2770,2770,10,15,"Catback exhaust for 218hp car = +10 hp"
13848,5,2770,2770,6,10,"Cold air intake for 218hp car = +6 hp"
13849,7,2770,2770,10,15,"Intercooler upgrade for 218hp car = +10 hp"
13850,12,2770,2770,0,0,"LSD differential for 218hp car = +0 hp"
13851,1,2771,2771,25,40,"Stage 1 ECU for 258hp car = +25 hp"
13852,3,2771,2771,10,15,"Catback exhaust for 258hp car = +10 hp"
13853,5,2771,2771,6,10,"Cold air intake for 258hp car = +6 hp"
13854,7,2771,2771,10,15,"Intercooler upgrade for 258hp car = +10 hp"
13855,12,2771,2771,0,0,"LSD differential for 258hp car = +0 hp"
13856,1,2772,2772,25,40,"Stage 1 ECU for 258hp car = +25 hp"
13857,3,2772,2772,10,15,"Catback exhaust for 258hp car = +10 hp"
13858,5,2772,2772,6,10,"Cold air intake for 258hp car = +6 hp"
13859,7,2772,2772,10,15,"Intercooler upgrade for 258hp car = +10 hp"
13860,12,2772,2772,0,0,"LSD differential for 258hp car = +0 hp"
13861,1,2773,2773,25,40,"Stage 1 ECU for 258hp car = +25 hp"
13862,3,2773,2773,10,15,"Catback exhaust for 258hp car = +10 hp"
13863,5,2773,2773,6,10,"Cold air intake for 258hp car = +6 hp"
13864,7,2773,2773,10,15,"Intercooler upgrade for 258hp car = +10 hp"
13865,12,2773,2773,0,0,"LSD differential for 258hp car = +0 hp"
13866,1,2774,2774,25,40,"Stage 1 ECU for 258hp car = +25 hp"
13867,3,2774,2774,10,15,"Catback exhaust for 258hp car = +10 hp"
13868,5,2774,2774,6,10,"Cold air intake for 258hp car = +6 hp"
13869,7,2774,2774,10,15,"Intercooler upgrade for 258hp car = +10 hp"
13870,12,2774,2774,0,0,"LSD differential for 258hp car = +0 hp"
13871,1,2775,2775,30,50,"Stage 1 ECU for 272hp car = +30 hp"
13872,3,2775,2775,12,18,"Catback exhaust for 272hp car = +12 hp"
13873,5,2775,2775,7,12,"Cold air intake for 272hp car = +7 hp"
13874,7,2775,2775,12,18,"Intercooler upgrade for 272hp car = +12 hp"
13875,12,2775,2775,0,0,"LSD differential for 272hp car = +0 hp"
13876,1,2776,2776,30,50,"Stage 1 ECU for 272hp car = +30 hp"
13877,3,2776,2776,12,18,"Catback exhaust for 272hp car = +12 hp"
13878,5,2776,2776,7,12,"Cold air intake for 272hp car = +7 hp"
13879,7,2776,2776,12,18,"Intercooler upgrade for 272hp car = +12 hp"
13880,12,2776,2776,0,0,"LSD differential for 272hp car = +0 hp"
13881,1,2777,2777,30,50,"Stage 1 ECU for 272hp car = +30 hp"
13882,3,2777,2777,12,18,"Catback exhaust for 272hp car = +12 hp"
13883,5,2777,2777,7,12,"Cold air intake for 272hp car = +7 hp"
13884,7,2777,2777,12,18,"Intercooler upgrade for 272hp car = +12 hp"
13885,12,2777,2777,0,0,"LSD differential for 272hp car = +0 hp"
13886,1,2778,2778,30,50,"Stage 1 ECU for 272hp car = +30 hp"
13887,3,2778,2778,12,18,"Catback exhaust for 272hp car = +12 hp"
13888,5,2778,2778,7,12,"Cold air intake for 272hp car = +7 hp"
13889,7,2778,2778,12,18,"Intercooler upgrade for 272hp car = +12 hp"
13890,12,2778,2778,0,0,"LSD differential for 272hp car = +0 hp"
13891,1,2779,2779,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13892,3,2779,2779,12,18,"Catback exhaust for 306hp car = +12 hp"
13893,5,2779,2779,7,12,"Cold air intake for 306hp car = +7 hp"
13894,7,2779,2779,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13895,12,2779,2779,0,0,"LSD differential for 306hp car = +0 hp"
13896,1,2780,2780,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13897,3,2780,2780,12,18,"Catback exhaust for 306hp car = +12 hp"
13898,5,2780,2780,7,12,"Cold air intake for 306hp car = +7 hp"
13899,7,2780,2780,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13900,12,2780,2780,0,0,"LSD differential for 306hp car = +0 hp"
13901,1,2781,2781,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13902,3,2781,2781,12,18,"Catback exhaust for 306hp car = +12 hp"
13903,5,2781,2781,7,12,"Cold air intake for 306hp car = +7 hp"
13904,7,2781,2781,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13905,12,2781,2781,0,0,"LSD differential for 306hp car = +0 hp"
13906,1,2782,2782,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13907,3,2782,2782,12,18,"Catback exhaust for 306hp car = +12 hp"
13908,5,2782,2782,7,12,"Cold air intake for 306hp car = +7 hp"
13909,7,2782,2782,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13910,12,2782,2782,0,0,"LSD differential for 306hp car = +0 hp"
13911,1,2783,2783,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13912,3,2783,2783,12,18,"Catback exhaust for 306hp car = +12 hp"
13913,5,2783,2783,7,12,"Cold air intake for 306hp car = +7 hp"
13914,7,2783,2783,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13915,12,2783,2783,0,0,"LSD differential for 306hp car = +0 hp"
13916,1,2784,2784,30,50,"Stage 1 ECU for 306hp car = +30 hp"
13917,3,2784,2784,12,18,"Catback exhaust for 306hp car = +12 hp"
13918,5,2784,2784,7,12,"Cold air intake for 306hp car = +7 hp"
13919,7,2784,2784,12,18,"Intercooler upgrade for 306hp car = +12 hp"
13920,12,2784,2784,0,0,"LSD differential for 306hp car = +0 hp"
13921,1,2785,2785,15,25,"Stage 1 ECU for 122hp car = +15 hp"
13922,3,2785,2785,6,10,"Catback exhaust for 122hp car = +6 hp"
13923,5,2785,2785,4,6,"Cold air intake for 122hp car = +4 hp"
13924,7,2785,2785,0,0,"Intercooler upgrade for 122hp car = +0 hp"
13925,12,2785,2785,0,0,"LSD differential for 122hp car = +0 hp"
13926,1,2786,2786,15,25,"Stage 1 ECU for 143hp car = +15 hp"
13927,3,2786,2786,6,10,"Catback exhaust for 143hp car = +6 hp"
13928,5,2786,2786,4,6,"Cold air intake for 143hp car = +4 hp"
13929,7,2786,2786,0,0,"Intercooler upgrade for 143hp car = +0 hp"
